hour,count
0,403
1,71
2,66
3,54
4,40
5,126
6,637
7,1087
8,1165
9,1131
10,924
11,1221
12,965
13,1097
14,1459
15,1426
16,1315
17,1628
18,1431
19,1342
20,656
21,500
22,457
23,292
