hour,count
0,101
1,37
2,39
3,52
4,47
5,121
6,562
7,1035
8,1338
9,1467
10,1346
11,1359
12,927
13,708
14,842
15,1176
16,1779
17,1923
18,1922
19,1254
20,539
21,271
22,145
23,144
