hour,count
0,670
1,262
2,108
3,112
4,81
5,241
6,778
7,1889
8,3545
9,4154
10,4395
11,3423
12,2316
13,2142
14,2764
15,2437
16,2477
17,2551
18,2363
19,1993
20,2091
21,1459
22,976
23,661
