hour,count
0,806
1,261
2,102
3,69
4,148
5,186
6,845
7,1353
8,2767
9,3557
10,4477
11,4497
12,4604
13,5252
14,4885
15,4112
16,3728
17,5221
18,4881
19,4350
20,3335
21,2088
22,1582
23,798
