hour,count
0,38
1,27
2,34
3,25
4,45
5,76
6,385
7,667
8,627
9,860
10,976
11,939
12,922
13,718
14,644
15,802
16,1250
17,1397
18,1300
19,978
20,429
21,191
22,119
23,82
