hour,count
0,80
1,46
2,46
3,40
4,46
5,121
6,468
7,1167
8,1896
9,2422
10,2494
11,1751
12,1662
13,1445
14,1366
15,1703
16,2513
17,3585
18,2712
19,1878
20,609
21,285
22,189
23,117
