hour,count
0,1242
1,1188
2,588
3,309
4,729
5,603
6,2850
7,7290
8,10992
9,9834
10,12717
11,12804
12,11430
13,7671
14,8406
15,7875
16,9168
17,6951
18,5493
19,5622
20,4581
21,2838
22,1383
23,1107
