hour,count
0,604
1,244
2,146
3,114
4,154
5,461
6,1507
7,3795
8,4750
9,5464
10,5537
11,5518
12,4556
13,3847
14,3545
15,3398
16,4531
17,5388
18,5426
19,4210
20,3123
21,1957
22,1245
23,801
