hour,count
0,508
1,218
2,99
3,132
4,177
5,264
6,1140
7,2384
8,3480
9,3607
10,4981
11,4137
12,3945
13,3511
14,3134
15,3274
16,3447
17,3431
18,4084
19,3585
20,2606
21,1051
22,1233
23,785
