hour,count
0,599
1,217
2,107
3,86
4,97
5,318
6,1037
7,2264
8,2574
9,2738
10,3516
11,3528
12,3222
13,3249
14,3355
15,3470
16,4048
17,4505
18,5484
19,4844
20,2305
21,1541
22,1258
23,867
