hour,count
0,120
1,89
2,51
3,59
4,48
5,181
6,537
7,1385
8,1912
9,2249
10,2196
11,1406
12,1041
13,1002
14,1181
15,1203
16,1233
17,1700
18,1766
19,949
20,420
21,302
22,374
23,127
