hour,count
0,882
1,431
2,192
3,203
4,198
5,584
6,2120
7,4240
8,5725
9,5296
10,5562
11,4795
12,3881
13,3309
14,3111
15,3487
16,3878
17,5589
18,5603
19,3417
20,1778
21,1224
22,1087
23,879
