hour,count
0,886
1,360
2,196
3,229
4,201
5,739
6,2614
7,5080
8,5947
9,5454
10,5210
11,5410
12,5268
13,4316
14,4630
15,4620
16,4853
17,7359
18,7800
19,6298
20,3561
21,2295
22,2074
23,1316
