hour,count
0,580
1,330
2,129
3,149
4,238
5,460
6,1612
7,3620
8,4617
9,4690
10,5504
11,5143
12,3662
13,3201
14,2934
15,3821
16,4377
17,5241
18,5811
19,4923
20,3419
21,2137
22,1423
23,886
