hour,count
0,177
1,118
2,120
3,74
4,112
5,206
6,753
7,1225
8,2072
9,2676
10,3188
11,2767
12,2857
13,2760
14,2785
15,3184
16,2993
17,3538
18,3642
19,2496
20,970
21,462
22,372
23,317
