hour,count
0,831
1,478
2,98
3,163
4,121
5,258
6,840
7,1510
8,2493
9,3497
10,4090
11,3152
12,2959
13,2537
14,2611
15,2966
16,3562
17,4019
18,4099
19,4284
20,2195
21,1774
22,1590
23,1196
