hour,count
0,600
1,200
2,63
3,80
4,101
5,213
6,648
7,941
8,1695
9,1887
10,1939
11,1683
12,1274
13,1357
14,1589
15,1892
16,2404
17,2551
18,2771
19,3115
20,2354
21,1643
22,1316
23,920
