hour,count
0,607
1,314
2,130
3,117
4,116
5,165
6,415
7,945
8,1951
9,4084
10,4507
11,3847
12,3202
13,3094
14,3241
15,3877
16,3846
17,4268
18,3727
19,3161
20,2261
21,1610
22,1173
23,1092
