hour,count
0,97
1,85
2,65
3,55
4,49
5,101
6,396
7,801
8,915
9,1444
10,1170
11,1087
12,1074
13,914
14,973
15,995
16,1013
17,1383
18,1466
19,1210
20,530
21,300
22,189
23,113
