hour,count
0,308
1,199
2,120
3,156
4,267
5,491
6,1826
7,3418
8,5288
9,5888
10,5496
11,4463
12,3516
13,3420
14,3161
15,3932
16,4184
17,5846
18,6174
19,3678
20,1656
21,748
22,537
23,476
