hour,count
0,607
1,257
2,109
3,96
4,124
5,274
6,1330
7,2708
8,3138
9,2967
10,3851
11,4026
12,2771
13,2697
14,3360
15,3543
16,4217
17,5311
18,5330
19,4096
20,2244
21,1815
22,1027
23,929
