hour,count
0,286
1,133
2,100
3,60
4,45
5,178
6,759
7,1567
8,2319
9,2666
10,2032
11,2213
12,1632
13,1500
14,1584
15,1975
16,2794
17,3726
18,3959
19,3863
20,2833
21,2008
22,495
23,527
