hour,count
0,662
1,295
2,89
3,110
4,137
5,233
6,888
7,1827
8,2730
9,3374
10,3644
11,3804
12,4141
13,4104
14,4149
15,3753
16,3940
17,3642
18,4397
19,4119
20,2490
21,1527
22,1402
23,819
