hour,count
0,62
1,36
2,30
3,51
4,51
5,106
6,344
7,784
8,1092
9,1198
10,1343
11,1236
12,893
13,772
14,1120
15,927
16,1517
17,1832
18,1646
19,1059
20,547
21,172
22,148
23,57
