hour,count
0,77
1,84
2,75
3,66
4,63
5,138
6,439
7,1020
8,1342
9,1585
10,1858
11,1427
12,1546
13,1342
14,1719
15,1579
16,1927
17,2399
18,2257
19,1205
20,539
21,338
22,161
23,199
