hour,count
0,1015
1,385
2,184
3,203
4,274
5,653
6,2708
7,5350
8,6813
9,5743
10,4459
11,3986
12,3542
13,3756
14,3525
15,3095
16,4471
17,5711
18,5537
19,4935
20,2805
21,1830
22,1572
23,1213
