hour,count
0,754
1,312
2,183
3,204
4,277
5,656
6,2541
7,4859
8,6192
9,5920
10,5284
11,4439
12,3737
13,3314
14,3411
15,3594
16,4677
17,5777
18,6373
19,5426
20,4086
21,1936
22,1783
23,1337
