hour,count
0,325
1,184
2,81
3,64
4,58
5,153
6,540
7,1278
8,2000
9,2634
10,2537
11,2101
12,1440
13,1325
14,1578
15,1492
16,1989
17,2695
18,2748
19,2228
20,1312
21,657
22,470
23,454
