hour,count
0,796
1,268
2,96
3,61
4,106
5,269
6,668
7,997
8,1499
9,1573
10,1833
11,2039
12,2205
13,1980
14,1796
15,2088
16,2369
17,2549
18,2932
19,2766
20,1878
21,1503
22,1601
23,1019
