hour,count
0,77
1,38
2,29
3,34
4,24
5,90
6,246
7,512
8,703
9,1162
10,1418
11,1187
12,1344
13,1150
14,1070
15,1176
16,1095
17,1089
18,929
19,800
20,334
21,124
22,142
23,126
