hour,count
0,285
1,160
2,124
3,107
4,138
5,312
6,1239
7,2474
8,3264
9,3567
10,4350
11,3563
12,3254
13,2570
14,2141
15,2570
16,2800
17,3686
18,3865
19,2682
20,1324
21,942
22,916
23,490
