hour,count
0,823
1,383
2,125
3,75
4,131
5,277
6,732
7,1522
8,1959
9,2904
10,3106
11,2733
12,2840
13,2414
14,2541
15,2870
16,2713
17,3540
18,3612
19,3434
20,2352
21,1865
22,1800
23,1010
