hour,count
0,2823
1,1458
2,684
3,441
4,648
5,681
6,3141
7,9129
8,19488
9,25017
10,22461
11,17856
12,18186
13,20379
14,18072
15,17418
16,15855
17,17535
18,24645
19,19041
20,10653
21,8154
22,4953
23,3135
