hour,count
0,998
1,321
2,173
3,144
4,144
5,458
6,1454
7,3072
8,4651
9,3654
10,3439
11,3391
12,2997
13,2823
14,2631
15,2896
16,4096
17,5164
18,5089
19,5060
20,2982
21,2263
22,1702
23,1257
