hour,count
0,745
1,292
2,145
3,94
4,168
5,486
6,1754
7,3301
8,4036
9,4096
10,3479
11,2430
12,2000
13,1834
14,1762
15,1890
16,2341
17,3179
18,3576
19,3474
20,1951
21,1708
22,1554
23,1259
