hour,count
0,74
1,51
2,56
3,33
4,45
5,109
6,290
7,633
8,582
9,962
10,1280
11,932
12,1084
13,970
14,824
15,922
16,1052
17,1362
18,1386
19,754
20,381
21,101
22,101
23,101
